permalink,,,category_list,,,,,,,,,,
/organization/intown,,,Local Businesses,,,,,,,,,,
/organization/intra-cellular-therapies,,,Biotechnology,,,,,,,,,,
/organization/intradiem,,,Software,,,,,,,,,,
/organization/intradigm-corporation,,,Biotechnology|Health and Wellness,,,,,,,,,,
/organization/intrakr,,,iOS,,,,,,,,,,
/organization/intralens-vision,,,Services,,,,,,,,,,
/organization/intralign,,,Health and Wellness|Health Care|Healthcare Services|Hospitals,,,,,,,,,,
/organization/intralink-spine,,,Medical Devices,,,,,,,,,,
/organization/intrallect,,,Software,,,,,,,,,,
/organization/intrameta,,,Application Platforms|Internet|Networking,,,,,,,,,,
/organization/intransa,,,Internet|Security|Storage|Video,,,,,,,,,,
/organization/intraop,,,Health Care,,,,,,,,,,
/organization/intrapace,,,Biotechnology,,,,,,,,,,
/organization/intraspect-software,,,Enterprise Software|Services|Software,,,,,,,,,,
/organization/intrastage,,,Software,,,,,,,,,,
/organization/intraxio,,,Advertising|Big Data Analytics|E-Commerce|Technology,,,,,,,,,,
/organization/intreorg-systems,,,Consulting,,,,,,,,,,
/organization/intrepid-bioinformatics,,,Biotechnology,,,,,,,,,,
/organization/intrepid-learning,,,Training,,,,,,,,,,
/organization/intrepid-offshore-construction,,,Oil & Gas,,,,,,,,,,
/organization/intrexon-corporation,,,Biotechnology,,,,,,,,,,
/organization/intrinsic-id,,,Security,,,,,,,,,,
/organization/intrinsic-lifesciences,,,Medical Devices,,,,,,,,,,
/organization/intrinsic-medical-imaging,,,Biotechnology,,,,,,,,,,
/organization/intrinsic-therapeutics,,,Health Care,,,,,,,,,,
/organization/intrinsiq-materials,,,Manufacturing,,,,,,,,,,
/organization/intrinsity,,,Semiconductors,,,,,,,,,,
/organization/introbridge,,,iPhone|Location Based Services|Mobile|Networking|Social Media|Web Tools,,,,,,,,,,
/organization/introfly,,,Curated Web|Employment|Networking|Social Media|Startups,,,,,,,,,,
/organization/introhive,,,SaaS|Sales and Marketing|Software,,,,,,,,,,
/organization/introji,,,Communities|Social Media,,,,,,,,,,
/organization/intromaps,,,Data Visualization|Software,,,,,,,,,,
/organization/introme,,,Classifieds|Internet|Lifestyle|Social Media|Social Media Platforms|Social Network Media,,,,,,,,,,
/organization/intronet,,,Advertising Networks|CRM|Professional Networking|Social Media|Social Network Media,,,,,,,,,,
/organization/intronetworks,,,Social Media,,,,,,,,,,
/organization/introniche,,,Advertising|Sales and Marketing,,,,,,,,,,
/organization/intronis,,,Enterprise Software|Flash Storage|Storage,,,,,,,,,,
/organization/introvision-r-d,,,Oil & Gas,,,,,,,,,,
/organization/intruo-com,,,E-Commerce Platforms|Home & Garden|Real Estate,,,,,,,,,,
/organization/intrusic,,,Software,,,,,,,,,,
/organization/intruvert,,,Architecture|Network Security|Real Time,,,,,,,,,,
/organization/intsights-cyber-intelligence,,,Cyber Security|Information Technology|Services,,,,,,,,,,
/organization/inttra,,,Enterprise Software,,,,,,,,,,
/organization/intuary,,,Education|iPad,,,,,,,,,,
/organization/intucell,,,Mobile,,,,,,,,,,
/organization/intugame,,,3D|Apps|Online Gaming|PC Gaming,,,,,,,,,,
/organization/intuilab,,,Software,,,,,,,,,,
/organization/intuit,,,Accounting|Business Services|Computers|Software,,,,,,,,,,
/organization/intuitive-automata,,,Hardware + Software,,,,,,,,,,
/organization/intuitive-biosciences,,,Biotechnology|Health Diagnostics,,,,,,,,,,
/organization/intuitive-creations,,,Medical Devices,,,,,,,,,,
/organization/intuitive-designs,,,Photography|Video,,,,,,,,,,
/organization/intuitive-solutions,,,Consulting|Software,,,,,,,,,,
/organization/intuitive-web-solutions,,,Software,,,,,,,,,,
/organization/intuity-medical,,,Health Care|Medical Devices,,,,,,,,,,
/organization/intune-networks,,,Web Hosting,,,,,,,,,,
/organization/inturn-2,,,Fashion|Internet|Marketplaces,,,,,,,,,,
/organization/intuun-systems,,,Health and Wellness,,,,,,,,,,
/organization/intuwave,,,Software,,,,,,,,,,
/organization/inty,,,Web Hosting,,,,,,,,,,
/organization/intymna-pl,,,E-Commerce,,,,,,,,,,
/organization/inuk-networks,,,Games|Television,,,,,,,,,,
/organization/inurture,,,Education,,,,,,,,,,
/organization/inuvo,,,Advertising|Search|Technology,,,,,,,,,,
/organization/invacio,,,Blogging Platforms|Business Development|Career Planning|Communications Infrastructure|Communities|Crowdfunding|Finance|Lifestyle|Meeting Software|Social Entrepreneurship|Social Media Platforms|Social Opinion Platform|Travel,,,,,,,,,,
/organization/invajo,,,Curated Web|Events|Internet|Media|Search,,,,,,,,,,
/organization/invaluable,,,Curated Web,,,,,,,,,,
/organization/invarium,,,Semiconductors,,,,,,,,,,
/organization/invasc-therapeutics,,,Biotechnology,,,,,,,,,,
/organization/invendo-medical,,,Manufacturing,,,,,,,,,,
/organization/invenergy,,,Clean Technology,,,,,,,,,,
/organization/inveni,,,Curated Web|Personalization,,,,,,,,,,
/organization/invenias,,,Software,,,,,,,,,,
/organization/invenox,,,Information Technology|Services,,,,,,,,,,
/organization/invenquery,,,E-Commerce|Mobile|QR Codes|Software,,,,,,,,,,
/organization/invenra,,,Biotechnology,,,,,,,,,,
/organization/invensense,,,Semiconductors,,,,,,,,,,
/organization/invenshure,,,Incubators|Medical Devices|Therapeutics,,,,,,,,,,
/organization/inventables,,,E-Commerce|Marketplaces,,,,,,,,,,
/organization/inventarium-mobi,,,Android|Customer Service|iPhone|Mobile|Software|Windows Phone 7,,,,,,,,,,
/organization/inventbuy,,,E-Commerce,,,,,,,,,,
/organization/inventergy,,,Finance|FinTech,,,,,,,,,,
/organization/inventia,,,Automated Kiosk|Customer Service|Digital Signage|Information Technology|Retail|Video Chat,,,,,,,,,,
/organization/inventic,,,Software,,,,,,,,,,
/organization/inventilate,,,Design|Services|Systems,,,,,,,,,,
/organization/inventiv-health,,,Clinical Trials|Health and Wellness|Health Care|Pharmaceuticals,,,,,,,,,,
/organization/inventure,,,Credit|Financial Services|Information Technology|Mobile|Mobile Commerce|Social Entrepreneurship|Telecommunications,,,,,,,,,,
/organization/inventure-capital-2,,,Software,,,,,,,,,,
/organization/inventure-chemicals,,,Clean Technology,,,,,,,,,,
/organization/inventure-enterprises,,,Consulting,,,,,,,,,,
/organization/inventurecloud,,,Collaboration|Crowdfunding|Design|E-Commerce|Startups,,,,,,,,,,
/organization/inventys-thermal-technologies,,,Clean Technology,,,,,,,,,,
/organization/invenzone,,,Artificial Intelligence|Internet|Semantic Search|Social Media Platforms,,,,,,,,,,
/organization/invergo-coffee,,,Consumer Goods|Hardware|Product Design|Specialty Foods,,,,,,,,,,
/organization/invermart-llc,,,Real Estate,,,,,,,,,,
/organization/inverness-medical-innovations,,,Health Care|Health Diagnostics,,,,,,,,,,
/organization/inverse,,,Media,,,,,,,,,,
/organization/inversiones-com,,,Curated Web|Finance|Personal Finance,,,,,,,,,,
/organization/inverted-edge,,,E-Commerce|Fashion,,,,,,,,,,
/organization/invertironline-com,,,Finance|Financial Services|Stock Exchanges,,,,,,,,,,
/organization/inveshare,,,Finance|FinTech,,,,,,,,,,
/organization/invest-in-us-today,,,Finance|Venture Capital,,,,,,,,,,
/organization/investcloud,,,Cloud Management|Software,,,,,,,,,,
/organization/invested-in,,,Crowdfunding|Curated Web|Nonprofits|Startups,,,,,,,,,,
/organization/investglass,,,Finance|Gamification|News|Personal Finance|Small and Medium Businesses,,,,,,,,,,
/organization/investgroup-nitra,,,E-Commerce|Sales and Marketing,,,,,,,,,,
/organization/investicare,,,Biotechnology,,,,,,,,,,
/organization/investigroup,,,Business Development|Development Platforms|Information Services,,,,,,,,,,
/organization/investing-com,,,Finance|FinTech|Stock Exchanges|Trading,,,,,,,,,,
/organization/investingchannel-inc,,,Advertising|Financial Services|Media|Mobile|Optimization|Real Time,,,,,,,,,,
/organization/investingnote,,,Collaboration|Financial Services|Investment Management,,,,,,,,,,
/organization/investlab,,,Brokers|Commodities|Finance|Financial Services|FinTech|Stock Exchanges,,,,,,,,,,
/organization/investly,,,Crowdfunding|Finance|Small and Medium Businesses,,,,,,,,,,
/organization/investment-underground,,,Content|Human Resources|News,,,,,,,,,,
/organization/investnextdoor,,,Crowdfunding|Small and Medium Businesses|Social Commerce,,,,,,,,,,
/organization/investopresto,,,Finance|FinTech,,,,,,,,,,
/organization/investor-broadcast-network,,,Broadcasting,,,,,,,,,,
/organization/investor-sheet,,,Entrepreneur|Investment Management|Startups,,,,,,,,,,
/organization/investor-stratum-resources,,,Manufacturing,,,,,,,,,,
/organization/investorio-de-crowdfunding-for-startups,,,Crowdfunding,,,,,,,,,,
/organization/investorist,,,Internet,,,,,,,,,,
/organization/investormill,,,Finance Technology|FinTech,,,,,,,,,,
/organization/investors-circle,,,Venture Capital,,,,,,,,,,
/organization/investview,,,EdTech|Education|Financial Services|FinTech|Investment Management,,,,,,,,,,
/organization/investx-capital,,,Finance,,,,,,,,,,
/organization/invi,,,Android|Apps|Messaging|Mobile,,,,,,,,,,
/organization/invia-cz,,,E-Commerce,,,,,,,,,,
/organization/invia-robotics,,,Industrial Automation|Logistics|Robotics,,,,,,,,,,
/organization/invicta-networks,,,Public Relations,,,,,,,,,,
/organization/invictus-marketing,,,Advertising|Internet Marketing|SEO|Web Design,,,,,,,,,,
/organization/invictus-medical,,,Biotechnology,,,,,,,,,,
/organization/invictus-oncology,,,Biotechnology,,,,,,,,,,
/organization/invidi-technologies,,,Software,,,,,,,,,,
/organization/invidio,,,Curated Web|E-Commerce|Fashion|Music,,,,,,,,,,
/organization/invieo,,,Apps|Consulting|Customer Service|Hospitality|Mobile|Technology,,,,,,,,,,
/organization/invierteme-sl,,,Entrepreneur|Finance|Public Relations,,,,,,,,,,
/organization/inview-technology,,,Hardware + Software|Video,,,,,,,,,,
/organization/inviita,,,Location Based Services|Software|Travel,,,,,,,,,,
/organization/invincea,,,Software,,,,,,,,,,
/organization/invine,,,Software,,,,,,,,,,
/organization/invino,,,E-Commerce|Flash Sales|Wine And Spirits,,,,,,,,,,
/organization/inviragen,,,Biotechnology,,,,,,,,,,
/organization/invisage-technologies,,,Semiconductors,,,,,,,,,,
/organization/invisalert-solutions,,,Communications Infrastructure|Health Care|Mobile Commerce,,,,,,,,,,
/organization/invisible,,,Internet|Retail|Wine And Spirits,,,,,,,,,,
/organization/invisible-computers-electronics,,,Consumer Electronics,,,,,,,,,,
/organization/invisible-connect,,,Software,,,,,,,,,,
/organization/invisible-media-inc-,,,Analytics|Big Data|CRM|Machine Learning|Marketing Automation|Mobile|Mobile Software Tools,,,,,,,,,,
/organization/invisible-puppy,,,Consulting|Content|Internet Marketing|Marketing Automation|Search Marketing|Social Media Marketing,,,,,,,,,,
/organization/invisible-sentinel,,,Biotechnology|Health Diagnostics,,,,,,,,,,
/organization/invisiblecrm,,,Enterprise Software,,,,,,,,,,
/organization/invision,,,Software,,,,,,,,,,
/organization/invision-2,,,Design|Interface Design|New Product Development|Product Design|Project Management|Rapidly Expanding|Software|User Experience Design|Web Development|Web Tools,,,,,,,,,,
/organization/invision-com,,,Web Hosting,,,,,,,,,,
/organization/invision-heart,,,Health Care|Medical|Medical Devices,,,,,,,,,,
/organization/invisioneer,,,Design|New Product Development|Product Design,,,,,,,,,,
/organization/invisitrack,,,Mobile,,,,,,,,,,
/organization/invism,,,Games,,,,,,,,,,
/organization/invistics,,,Consulting,,,,,,,,,,
/organization/invisu-me,,,Marketplaces|Meeting Software|Presentations|SaaS|Sales and Marketing|Startups,,,,,,,,,,
/organization/invitae-corporation,,,Biotechnology,,,,,,,,,,
/organization/invitedev,,,E-Commerce,,,,,,,,,,
/organization/invitedhome,,,Curated Web|Hospitality|Travel & Tourism,,,,,,,,,,
/organization/invitemedia,,,Advertising,,,,,,,,,,
/organization/invivio-link,,,Software,,,,,,,,,,
/organization/invivo-therapeutics,,,Biotechnology,,,,,,,,,,
/organization/invivodata,,,Health and Wellness,,,,,,,,,,
/organization/invivosciences,,,Biotechnology,,,,,,,,,,
/organization/invixium,,,Information Technology,,,,,,,,,,
/organization/invizbox,,,Network Security,,,,,,,,,,
/organization/invizeon,,,Software,,,,,,,,,,
/organization/invo-bioscience,,,Biotechnology,,,,,,,,,,
/organization/invoca,,,Advertising|Enterprise Software|Internet Marketing|Marketing Automation|Telecommunications,,,,,,,,,,
/organization/invodo,,,E-Commerce|Public Relations|Video,,,,,,,,,,
/organization/invoice2go,,,Mobile|Software|Technology,,,,,,,,,,
/organization/invoiceable,,,Freelancers|Internet|Software,,,,,,,,,,
/organization/invoiceasap,,,Mobile|Mobile Payments|Software|Technology,,,,,,,,,,
/organization/invoke-solutions,,,Curated Web,,,,,,,,,,
/organization/involta,,,Web Hosting,,,,,,,,,,
/organization/involution-studios,,,B2B|Business Services|Consulting|Design|Enterprises|Sales and Marketing|Software|Startups,,,,,,,,,,
/organization/involver,,,Facebook Applications|Social Media Marketing|Social Network Media|Software,,,,,,,,,,
/organization/involvio,,,Software,,,,,,,,,,
/organization/invoost,,,Games,,,,,,,,,,
/organization/invotek-inc,,,Biotechnology|Medical,,,,,,,,,,
/organization/invoy-technologies,,,Biotechnology,,,,,,,,,,
/organization/invrep,,,Business Services|Cloud Computing|Software|Startups,,,,,,,,,,
/organization/invuity,,,Health Care,,,,,,,,,,
/organization/invup,,,Business Development|Optimization|Productivity Software,,,,,,,,,,
/organization/invysta-technology-group,,,Payments|SaaS|Technology,,,,,,,,,,
/organization/inway-studios,,,Entertainment|Games,,,,,,,,,,
/organization/inwebo-technologies,,,Identity Management|Security,,,,,,,,,,
/organization/inwebture-limited,,,Design|Entertainment|Estimation and Quoting|Mobile|Social Network Media|Textbooks,,,,,,,,,,
/organization/inxero,,,Software,,,,,,,,,,
/organization/inxight,,,Software,,,,,,,,,,
/organization/inxpo,,,Video Conferencing|Video Streaming|Virtual Workforces,,,,,,,,,,
/organization/inzair,,,Messaging|Online Scheduling|Privacy|SMS,,,,,,,,,,
/organization/inzen-studio,,,Games,,,,,,,,,,
/organization/io,,,Lifestyle|Restaurants|Travel,,,,,,,,,,
/organization/io-revolution,,,Software,,,,,,,,,,
/organization/io-semiconductor,,,Semiconductors,,,,,,,,,,
/organization/io-solar,,,Technology,,,,,,,,,,
/organization/io-therapeutics,,,Biotechnology,,,,,,,,,,
/organization/io-turbine,,,Software,,,,,,,,,,
/organization/iobeam,,,Internet,,,,,,,,,,
/organization/iobridge,,,Cloud Computing|Enterprise Software|Home Automation|Internet|Internet of Things|M2M|Social Network Media|Software|Web Tools,,,,,,,,,,
/organization/iocom,,,Software,,,,,,,,,,
/organization/iocs,,,E-Commerce,,,,,,,,,,
/organization/ioculi,,,Computers|Design|Services,,,,,,,,,,
/organization/iod-incorporated,,,Biotechnology,,,,,,,,,,
/organization/iodine,,,Analytics|Data Visualization|Pharmaceuticals,,,,,,,,,,
/organization/iofabric,,,Software,,,,,,,,,,
/organization/iogenetics,,,Biotechnology,,,,,,,,,,
/organization/iogyn,,,Hardware + Software,,,,,,,,,,
/organization/iomai,,,Biotechnology,,,,,,,,,,
/organization/iomando,,,Apps|Business Services|Security,,,,,,,,,,
/organization/ion-alkaline-water,,,Specialty Chemicals,,,,,,,,,,
/organization/ion-beam-services,,,Semiconductors,,,,,,,,,,
/organization/ion-core,,,3D Printing|Printing|Technology,,,,,,,,,,
/organization/ion-healthcare,,,Biotechnology,,,,,,,,,,
/organization/ion-linac-systems,,,Hardware|Industrial|Manufacturing,,,,,,,,,,
/organization/ion-torrent,,,Biotechnology,,,,,,,,,,
/organization/ion-trading,,,Finance|Software|Technology|Trading,,,,,,,,,,
/organization/ionia-pharmacy,,,Biotechnology,,,,,,,,,,
/organization/ionic-security,,,Data Security|Security,,,,,,,,,,
/organization/ioniqa-technologies,,,Renewable Energies,,,,,,,,,,
/organization/ionix-advanced-technologies,,,Energy|Sensors|Technology,,,,,,,,,,
/organization/ionix-medical,,,Biotechnology,,,,,,,,,,
/organization/ionix-pharmaceuticals,,,Health Care|Medical|Pharmaceuticals,,,,,,,,,,
/organization/ionlogix-systems,,,Software|VoIP,,,,,,,,,,
/organization/iono-pharma,,,Health Care|Pharmaceuticals,,,,,,,,,,
/organization/ionroad,,,Mobile,,,,,,,,,,
/organization/ionscope-ltd,,,Nanotechnology,,,,,,,,,,
/organization/iopener,,,Games,,,,,,,,,,
/organization/ioptima,,,Medical Devices,,,,,,,,,,
/organization/iora-health,,,Health and Wellness,,,,,,,,,,
/organization/iorder-fresh,,,Apps,,,,,,,,,,
/organization/iorga-group,,,Consulting,,,,,,,,,,
/organization/iosafe,,,Computers|Data Security|Hardware,,,,,,,,,,
/organization/iosemantics,,,Software,,,,,,,,,,
/organization/iosil-energy,,,Clean Technology,,,,,,,,,,
/organization/iot-technologies,,,Technology,,,,,,,,,,
/organization/iota-computing,,,Health Diagnostics|Software,,,,,,,,,,
/organization/iotas-inc,,,Internet of Things,,,,,,,,,,
/organization/iotelligent,,,Innovation Engineering|Manufacturing|Semiconductors,,,,,,,,,,
/organization/iotera,,,Hardware + Software|Internet of Things|Tracking|Wireless,,,,,,,,,,
/organization/iotos-inc,,,Consumer Electronics|Home Automation|Internet of Things,,,,,,,,,,
/organization/iotum,,,Curated Web,,,,,,,,,,
/organization/iovation,,,Fraud Detection|Identity Management|Security,,,,,,,,,,
/organization/iovox,,,Analytics,,,,,,,,,,
/organization/iowa-approach,,,Medical Devices,,,,,,,,,,
/organization/ioxus,,,Clean Technology,,,,,,,,,,
/organization/ip-access,,,Software,,,,,,,,,,
/organization/ip-commerce,,,Cloud Computing|Developer APIs|Software|Web Hosting,,,,,,,,,,
/organization/ip-communications,,,Internet|Service Providers|Telecommunications,,,,,,,,,,
/organization/ip-fabrics,,,Software,,,,,,,,,,
/organization/ip-ghoster,,,Software,,,,,,,,,,
/organization/ip-nexus,,,Finance|FinTech|Intellectual Property|Legal|Technology,,,,,,,,,,
/organization/ip-shark,,,Business Services|Information Technology|Software,,,,,,,,,,
/organization/ip-street,,,Analytics|Information Technology,,,,,,,,,,
/organization/ipadio,,,Audio|Blogging Platforms|Broadcasting|Messaging|Networking|Social Media,,,,,,,,,,
/organization/ipanema-technologies,,,Enterprise Software,,,,,,,,,,
/organization/ipartie,,,Payments,,,,,,,,,,
/organization/ipaster,,,Information Technology|Service Providers|Software|Technology,,,,,,,,,,
/organization/ipatter-com,,,Curated Web|Internet Marketing|Networking|Sales and Marketing|Startups,,,,,,,,,,
/organization/ipawn,,,E-Commerce|Finance|Small and Medium Businesses,,,,,,,,,,
/organization/ipayment,,,Banking|Curated Web|Financial Services,,,,,,,,,,
/organization/ipayst,,,Mobile|Mobile Payments,,,,,,,,,,
/organization/ipcreate,,,Business Services|Investment Management|Technology,,,,,,,,,,
/organization/ipdatatel,,,Home Automation,,,,,,,,,,
/organization/ipeak-networks,,,Enterprise Software,,,,,,,,,,
/organization/ipeen,,,Hospitality|Mobile,,,,,,,,,,
/organization/ipercast,,,Mobile,,,,,,,,,,
/organization/iperceptions,,,Analytics,,,,,,,,,,
/organization/iperia,,,Enterprise Software,,,,,,,,,,
/organization/ipexpert,,,Networking|Training,,,,,,,,,,
/organization/ipextreme,,,Semiconductors,,,,,,,,,,
/organization/ipg,,,Health Care,,,,,,,,,,
/organization/ipg-maxx-entertainment-india-p-ltd,,,Entertainment|Film|Film Distribution|Film Production,,,,,,,,,,
/organization/ipharro-media,,,Digital Rights Management|Monetization|Software|Television,,,,,,,,,,
/organization/iphase3,,,Software,,,,,,,,,,
/organization/ipic-theaters,,,Entertainment,,,,,,,,,,
/organization/ipico,,,Hardware + Software,,,,,,,,,,
/organization/ipierian,,,Biotechnology,,,,,,,,,,
/organization/ipin,,,Mobile Commerce|Mobile Payments|Wireless,,,,,,,,,,
/organization/ipinyou,,,Advertising,,,,,,,,,,
/organization/ipixcel,,,Software,,,,,,,,,,
/organization/ipling,,,Location Based Services|Mobile|Social Network Media,,,,,,,,,,
/organization/iplocks,,,Security,,,,,,,,,,
/organization/iplogic,,,Cloud Data Services|Collaboration|Messaging|Security|Virtualization,,,,,,,,,,
/organization/iplshop-brasil,,,E-Commerce|Health and Wellness|Mobile|Multi-level Marketing,,,,,,,,,,
/organization/ipm-france,,,Mobile,,,,,,,,,,
/organization/ipm-safety-services,,,Biotechnology,,,,,,,,,,
/organization/ipmobilenet,,,Design|Manufacturing|Telecommunications,,,,,,,,,,
/organization/ipnetvoice,,,Networking,,,,,,,,,,
/organization/ipointer,,,Mobile,,,,,,,,,,
/organization/ipolicy-networks,,,Security,,,,,,,,,,
/organization/iposen,,,E-Commerce,,,,,,,,,,
/organization/iposi,,,Web Hosting,,,,,,,,,,
/organization/iposition,,,Consumer Electronics,,,,,,,,,,
/organization/ipositioning,,,Brand Marketing|Content Creators|Enterprise Software|Marketing Automation|SaaS|Social Media Marketing,,,,,,,,,,
/organization/ipourit,,,Craft Beer|Loyalty Programs|Wine And Spirits,,,,,,,,,,
/organization/ipowerup,,,Batteries|Mobile|Wireless,,,,,,,,,,
/organization/ipowow,,,Internet|Social Media|Social Television,,,,,,,,,,
/organization/ipp-of-america,,,E-Commerce,,,,,,,,,,
/organization/ipplex,,,Collaboration|Health Care Information Technology|Software|Telecommunications|Video Chat|Video Conferencing,,,,,,,,,,
/organization/ipr-international,,,Cloud Computing|Data Security|SaaS,,,,,,,,,,
/organization/ipracom,,,Software,,,,,,,,,,
/organization/ipractice-group,,,Biotechnology,,,,,,,,,,
/organization/ipractice-healthcare-consultants,,,Medical,,,,,,,,,,
/organization/iprice,,,Internet,,,,,,,,,,
/organization/iprint,,,E-Commerce,,,,,,,,,,
/organization/iprism-global,,,Document Management|Enterprises|Financial Services,,,,,,,,,,
/organization/iprocure,,,Logistics,,,,,,,,,,
/organization/iprof-learning-solutions,,,Education,,,,,,,,,,
/organization/iprofile,,,Advertising,,,,,,,,,,
/organization/iprofile-ltd,,,Curated Web,,,,,,,,,,
/organization/ipropertyz,,,Real Estate,,,,,,,,,,
/organization/ips-academia-japan,,,Biotechnology|Clinical Trials|Life Sciences,,,,,,,,,,
/organization/ips-game-farmers,,,Hospitality,,,,,,,,,,
/organization/ips-group,,,Manufacturing,,,,,,,,,,
/organization/ipsat-therapies,,,Biotechnology,,,,,,,,,,
/organization/ipscape,,,Software,,,,,,,,,,
/organization/ipselex,,,Artificial Intelligence|Legal|Machine Learning,,,,,,,,,,
/organization/ipsum,,,Construction|Mobile Software Tools|Productivity Software|SaaS,,,,,,,,,,
/organization/ipsum-energy,,,Analytics|Big Data|Energy,,,,,,,,,,
/organization/ipsum-networks,,,Enterprises|Networking|Technology,,,,,,,,,,
/organization/iptivia,,,Internet|Services|Video,,,,,,,,,,
/organization/iptune,,,Mobile,,,,,,,,,,
/organization/iptvbeat,,,Analytics|Test and Measurement,,,,,,,,,,
/organization/ipv,,,Broadcasting,,,,,,,,,,
/organization/ipvision,,,Telecommunications,,,,,,,,,,
/organization/ipvive-inc,,,Big Data|Deep Information Technology|Machine Learning|Predictive Analytics,,,,,,,,,,
/organization/ipwireless,,,Mobile,,,,,,,,,,
/organization/ipx,,,Software,,,,,,,,,,
/organization/ipxi,,,Finance|Financial Services|Intellectual Property|Technology,,,,,,,,,,
/organization/iq-elite,,,Match-Making|Social Media|Social Search,,,,,,,,,,
/organization/iq-engines,,,Augmented Reality|Image Recognition|Photography,,,,,,,,,,
/organization/iq-friends,,,Games,,,,,,,,,,
/organization/iq-logic,,,Software,,,,,,,,,,
/organization/iq-media-corp,,,Enterprise Software|Search|Video,,,,,,,,,,
/organization/iq-taxi,,,Services|Software|Taxis|Wireless,,,,,,,,,,
/organization/iq-technologies,,,Analytics|Enterprises|Enterprise Software|Internet|Networking|News,,,,,,,,,,
/organization/iqcard,,,Nonprofits,,,,,,,,,,
/organization/iqcopay,,,Health Care|Payments|SaaS,,,,,,,,,,
/organization/iqiyi,,,Photography,,,,,,,,,,
/organization/iqlect,,,Analytics|Big Data|Real Time,,,,,,,,,,
/organization/iqmax,,,Mobile,,,,,,,,,,
/organization/iqms,,,Software,,,,,,,,,,
/organization/iqnavigator,,,Software,,,,,,,,,,
/organization/iqr-consulting,,,Software|Web Development,,,,,,,,,,
/organization/iqs-2,,,Software,,,,,,,,,,
/organization/iqua,,,Mobile,,,,,,,,,,
/organization/iquantifi,,,Early-Stage Technology|Finance|Finance Technology|Financial Services|FinTech|Personal Finance|Technology,,,,,,,,,,
/organization/iquartic,,,Software,,,,,,,,,,
/organization/iquest-analytics,,,Software,,,,,,,,,,
/organization/iqumulus,,,Software,,,,,,,,,,
/organization/iquum,,,Biotechnology,,,,,,,,,,
/organization/iqvcloud,,,Cloud Computing|Data Centers|Information Security,,,,,,,,,,
/organization/iqzone,,,Advertising,,,,,,,,,,
/organization/ir-media-ventures,,,Media,,,,,,,,,,
/organization/irates,,,Hotels|Software,,,,,,,,,,
/organization/iread-new-media,,,News,,,,,,,,,,
/organization/ireff,,,Apps,,,,,,,,,,
/organization/iretron-inc,,,E-Commerce|iPad|iPhone|Marketplaces|Mobile|Recycling,,,,,,,,,,
/organization/irewind,,,3D|Design|Software|Technology,,,,,,,,,,
/organization/irex-technologies,,,Hardware + Software,,,,,,,,,,
/organization/irezq,,,Mobile|Mobile Emergency&Health|SEO,,,,,,,,,,
/organization/irhythm,,,Biotechnology,,,,,,,,,,
/organization/iri,,,Analytics|Digital Media|Health Care|Price Comparison|Promotional|Retail|Sales and Marketing|Social Media,,,,,,,,,,
/organization/iri-group-holdings,,,Business Intelligence|Finance|Investment Management,,,,,,,,,,
/organization/iridescent-entertainment,,,Entertainment|Games,,,,,,,,,,
/organization/iridge,,,Advertising,,,,,,,,,,
/organization/iridian-technologies,,,Software,,,,,,,,,,
/organization/iridigm-display-corporation,,,Displays|Information Technology|Semiconductors|Software,,,,,,,,,,
/organization/iris-experience,,,Advertising|Web Tools,,,,,,,,,,
/organization/iris-mobile,,,Mobile,,,,,,,,,,
/organization/iris-pr-software,,,Delivery|Optimization|Public Relations,,,,,,,,,,
/organization/iris-rfid,,,Manufacturing,,,,,,,,,,
/organization/iris-tv,,,Advertising|Analytics|Content|Curated Web|Monetization|Optimization|Publishing|Reviews and Recommendations|Service Providers|Software|Video,,,,,,,,,,
/organization/irise,,,Product Design|Software|User Experience Design|Visualization,,,,,,,,,,
/organization/irisnote,,,Cloud Computing|Collaboration|Life Sciences|SaaS|Software,,,,,,,,,,
/organization/iriss-coffee-and-tea-room,,,Coffee|Customer Service|Organic Food|Tea,,,,,,,,,,
/organization/iristrace,,,Enterprise Software|Health Care Information Technology|Hospitality|Internet|Retail Technology,,,,,,,,,,
/organization/irisvr-inc,,,3D|Architecture|Construction|Design|Engineering Firms,,,,,,,,,,
/organization/irisys,,,Fitness|Healthcare Services|Pharmaceuticals,,,,,,,,,,
/organization/irl,,,Location Based Services|Social Media|Social Network Media|Software,,,,,,,,,,
/organization/irl-gaming,,,Discounts|Entertainment|Games|Gps|iPhone|iPod Touch|Location Based Services|MMO Games|Mobile|Mobile Games|Online Reservations|Social Games|Virtual Goods,,,,,,,,,,
/organization/irlynx,,,Electronics,,,,,,,,,,
/organization/irmedx,,,Health and Wellness,,,,,,,,,,
/organization/iroa-technologies,,,Biotechnology,,,,,,,,,,
/organization/irocke,,,Curated Web,,,,,,,,,,
/organization/irofit,,,Emerging Markets|Mobile|Mobile Payments,,,,,,,,,,
/organization/iroko-partners,,,Entertainment|Video Streaming,,,,,,,,,,
/organization/iroko-pharmaceuticals,,,Biotechnology,,,,,,,,,,
/organization/iron-belt-studios,,,Games|Internet|MMO Games,,,,,,,,,,
/organization/iron-drone-inc,,,Development Platforms|Drones|Robotics|Software,,,,,,,,,,
/organization/iron-gaming,,,Entertainment|Internet|Online Gaming,,,,,,,,,,
